"County","County Name","Election District - Precinct","Congressional","Legislative","Office Name","Office District","Candidate Name","Party","Winner","Early Votes","Election Night Votes","Mail-In Ballot 1 Votes","Provisional Votes","Mail-In Ballot 2 Votes" 
"16","Montgomery County","007-011","08","16","DEM Cent Comm","16","Teresa Saavedra Woorman","DEM","Y","55","131","89","26","60" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","0","5","2","2","1" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","1","4","0","2" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","13","49","29","6","5" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","9","23","22","1","0" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","1","0","0","0" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","6","6","0","2" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","7","12","16","7","3" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","24","74","65","5","13" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","53","176","197","30","35" 
"16","Montgomery County","007-012","08","16","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","1","0","0","0" 
"16","Montgomery County","007-012","08","16","Comptroller","","Timothy J. Adams","DEM","","5","34","27","1","8" 
"16","Montgomery County","007-012","08","16","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","95","297","296","47","52" 
"16","Montgomery County","007-012","08","16","Attorney General","","Anthony G. Brown","DEM","Y","27","108","69","20","12" 
"16","Montgomery County","007-012","08","16","Attorney General","","Katie Curran O'Malley","DEM","","77","227","269","27","48" 
"16","Montgomery County","007-012","08","16","U.S. Senator","","Michelle L. Smith","DEM","","4","20","10","1","3" 
"16","Montgomery County","007-012","08","16","U.S. Senator","","Chris Van Hollen","DEM","Y","101","324","333","49","60" 
"16","Montgomery County","007-012","08","16","U.S. Congress","08","Andalib Odulate","DEM","","2","13","6","1","0" 
"16","Montgomery County","007-012","08","16","U.S. Congress","08","Jamie Raskin","DEM","Y","102","338","339","50","65" 
"16","Montgomery County","007-012","08","16","State Senator","16","Susan C. Lee","DEM","Y","103","311","297","43","57" 
"16","Montgomery County","007-012","08","16","House of Delegates","16","Ariana Kelly","DEM","Y","95","285","286","36","54" 
"16","Montgomery County","007-012","08","16","House of Delegates","16","Marc Korman","DEM","Y","94","287","288","38","55" 
"16","Montgomery County","007-012","08","16","House of Delegates","16","Sara N. Love","DEM","Y","93","289","291","38","56" 
"16","Montgomery County","007-012","08","16","County Executive","16","David T. Blair","DEM","","47","147","147","17","26" 
"16","Montgomery County","007-012","08","16","County Executive","16","Marc Elrich","DEM","Y","39","127","127","19","20" 
"16","Montgomery County","007-012","08","16","County Executive","16","Peter James","DEM","","0","2","0","0","1" 
"16","Montgomery County","007-012","08","16","County Executive","16","Hans Riemer","DEM","","20","68","62","15","17" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Gabe Albornoz","DEM","Y","75","216","239","32","42" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Brandy H. M. Brooks","DEM","","10","47","33","8","8" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Dana E. Gassaway","DEM","","5","47","23","2","5" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Evan Glass","DEM","Y","84","226","259","37","46" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Scott Evan Goldberg","DEM","","59","151","175","25","23" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Tom Hucker","DEM","","35","81","119","16","22" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Will Jawando","DEM","Y","61","187","182","33","34" 
"16","Montgomery County","007-012","08","16","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","42","129","122","14","24" 
"16","Montgomery County","007-012","08","16","County Council","001","Andrew Friedson","DEM","Y","90","272","285","38","54" 
"16","Montgomery County","007-012","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","65","201","251","30","40" 
"16","Montgomery County","007-012","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","72","235","263","34","41" 
"16","Montgomery County","007-012","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","75","237","270","36","43" 
"16","Montgomery County","007-012","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","12","40","29","4","6" 
"16","Montgomery County","007-012","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","67","232","260","34","41" 
"16","Montgomery County","007-012","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","23","77","46","13","13" 
"16","Montgomery County","007-012","08","16","State's Attorney","16","Tom DeGonia","DEM","","16","31","45","5","5" 
"16","Montgomery County","007-012","08","16","State's Attorney","16","John McCarthy","DEM","Y","58","169","205","26","32" 
"16","Montgomery County","007-012","08","16","State's Attorney","16","Bernice Mireku-North","DEM","","11","45","22","7","9" 
"16","Montgomery County","007-012","08","16","State's Attorney","16","Perry Paylor","DEM","","13","42","28","5","5" 
"16","Montgomery County","007-012","08","16","Clerk Circuit Court","16","Alan S. Bowser","DEM","","19","71","49","8","10" 
"16","Montgomery County","007-012","08","16","Clerk Circuit Court","16","Karen Bushell","DEM","Y","62","164","183","24","33" 
"16","Montgomery County","007-012","08","16","Register of Wills","16","Joseph M. Griffin","DEM","Y","90","256","244","33","44" 
"16","Montgomery County","007-012","08","16","Sheriff","16","Robert Bass","DEM","","20","85","71","12","11" 
"16","Montgomery County","007-012","08","16","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","55","146","174","19","34" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","33","106","83","19","18" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","47","129","123","20","27" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","36","109","74","19","23" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","32","116","92","16","24" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","45","109","109","16","21" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","18","74","56","12","15" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","38","112","98","13","21" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","36","105","113","14","23" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","39","96","118","17","26" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","35","118","105","21","20" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","36","97","118","16","25" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm","16","Joanne Peter Demchok","DEM","","30","95","67","16","17" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm","16","Jim Michaels","DEM","Y","37","100","129","19","26" 
"16","Montgomery County","007-012","08","16","DEM Cent Comm","16","Teresa Saavedra Woorman","DEM","Y","49","132","120","22","27" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","2","2","4","1","2" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","2","6","2","1","0" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","8","32","25","5","13" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","3","10","14","2","6" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","2","0","0","0" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","1","2","0","1" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","3","9","11","2","5" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","19","89","44","4","15" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","52","185","190","25","66" 
"16","Montgomery County","007-013","08","16","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","1","1","0","0" 
"16","Montgomery County","007-013","08","16","Comptroller","","Timothy J. Adams","DEM","","3","40","22","3","10" 
"16","Montgomery County","007-013","08","16","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","82","268","249","31","88" 
"16","Montgomery County","007-013","08","16","Attorney General","","Anthony G. Brown","DEM","Y","22","82","69","9","30" 
"16","Montgomery County","007-013","08","16","Attorney General","","Katie Curran O'Malley","DEM","","67","235","214","28","77" 
"16","Montgomery County","007-013","08","16","U.S. Senator","","Michelle L. Smith","DEM","","7","13","20","2","7" 
"16","Montgomery County","007-013","08","16","U.S. Senator","","Chris Van Hollen","DEM","Y","79","320","284","37","104" 
"16","Montgomery County","007-013","08","16","U.S. Congress","08","Andalib Odulate","DEM","","1","11","16","0","1" 
"16","Montgomery County","007-013","08","16","U.S. Congress","08","Jamie Raskin","DEM","Y","86","323","291","40","108" 
"16","Montgomery County","007-013","08","16","State Senator","16","Susan C. Lee","DEM","Y","85","297","259","32","97" 
"16","Montgomery County","007-013","08","16","House of Delegates","16","Ariana Kelly","DEM","Y","76","273","234","30","88" 
"16","Montgomery County","007-013","08","16","House of Delegates","16","Marc Korman","DEM","Y","82","278","238","32","95" 
"16","Montgomery County","007-013","08","16","House of Delegates","16","Sara N. Love","DEM","Y","80","279","243","30","94" 
"16","Montgomery County","007-013","08","16","County Executive","16","David T. Blair","DEM","","35","139","125","21","44" 
"16","Montgomery County","007-013","08","16","County Executive","16","Marc Elrich","DEM","Y","32","118","105","12","36" 
"16","Montgomery County","007-013","08","16","County Executive","16","Peter James","DEM","","2","1","1","2","1" 
"16","Montgomery County","007-013","08","16","County Executive","16","Hans Riemer","DEM","","20","78","66","4","24" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Gabe Albornoz","DEM","Y","65","202","212","23","78" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Brandy H. M. Brooks","DEM","","11","44","30","4","11" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Dana E. Gassaway","DEM","","9","47","25","4","7" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Evan Glass","DEM","Y","73","219","212","25","81" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Scott Evan Goldberg","DEM","","48","178","157","17","50" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Tom Hucker","DEM","","32","74","100","6","36" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Will Jawando","DEM","Y","56","172","160","20","62" 
"16","Montgomery County","007-013","08","16","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","34","83","99","14","36" 
"16","Montgomery County","007-013","08","16","County Council","001","Andrew Friedson","DEM","Y","81","268","244","27","94" 
"16","Montgomery County","007-013","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","69","209","201","22","75" 
"16","Montgomery County","007-013","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","67","221","226","25","81" 
"16","Montgomery County","007-013","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","74","227","229","21","79" 
"16","Montgomery County","007-013","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","7","34","15","3","8" 
"16","Montgomery County","007-013","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","74","211","217","22","80" 
"16","Montgomery County","007-013","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","18","72","41","4","15" 
"16","Montgomery County","007-013","08","16","State's Attorney","16","Tom DeGonia","DEM","","11","24","30","1","8" 
"16","Montgomery County","007-013","08","16","State's Attorney","16","John McCarthy","DEM","Y","64","169","170","20","60" 
"16","Montgomery County","007-013","08","16","State's Attorney","16","Bernice Mireku-North","DEM","","5","48","32","4","13" 
"16","Montgomery County","007-013","08","16","State's Attorney","16","Perry Paylor","DEM","","6","25","20","0","8" 
"16","Montgomery County","007-013","08","16","Clerk Circuit Court","16","Alan S. Bowser","DEM","","13","60","39","3","21" 
"16","Montgomery County","007-013","08","16","Clerk Circuit Court","16","Karen Bushell","DEM","Y","58","168","171","18","56" 
"16","Montgomery County","007-013","08","16","Register of Wills","16","Joseph M. Griffin","DEM","Y","76","237","205","23","77" 
"16","Montgomery County","007-013","08","16","Sheriff","16","Robert Bass","DEM","","27","93","52","9","25" 
"16","Montgomery County","007-013","08","16","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","48","127","161","16","53" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","38","101","99","16","31" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","42","125","96","13","31" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","39","104","78","16","28" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","39","123","82","18","33" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","40","121","110","21","29" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","28","70","50","7","21" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","37","107","88","10","35" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","29","98","104","9","34" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","35","86","103","14","34" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","39","86","87","8","23" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","35","87","97","11","39" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm","16","Joanne Peter Demchok","DEM","","29","90","58","10","23" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm","16","Jim Michaels","DEM","Y","37","98","106","9","33" 
"16","Montgomery County","007-013","08","16","DEM Cent Comm","16","Teresa Saavedra Woorman","DEM","Y","55","120","106","16","31" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","2","1","4","1","2" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","0","1","3","0","0" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","11","29","52","5","11" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","4","31","24","2","6" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","0","0","0","0" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","6","3","0","0" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","4","17","16","1","6" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","27","56","58","8","20" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","49","171","209","22","101" 
"16","Montgomery County","007-015","08","16","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","1","3","0","0","1" 
"16","Montgomery County","007-015","08","16","Comptroller","","Timothy J. Adams","DEM","","4","23","21","4","16" 
"16","Montgomery County","007-015","08","16","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","92","280","344","35","128" 
"16","Montgomery County","007-015","08","16","Attorney General","","Anthony G. Brown","DEM","Y","30","95","88","10","42" 
"16","Montgomery County","007-015","08","16","Attorney General","","Katie Curran O'Malley","DEM","","63","197","271","28","101" 
"16","Montgomery County","007-015","08","16","U.S. Senator","","Michelle L. Smith","DEM","","4","14","12","0","3" 
"16","Montgomery County","007-015","08","16","U.S. Senator","","Chris Van Hollen","DEM","Y","91","301","367","40","151" 
"16","Montgomery County","007-015","08","16","U.S. Congress","08","Andalib Odulate","DEM","","2","9","9","1","0" 
"16","Montgomery County","007-015","08","16","U.S. Congress","08","Jamie Raskin","DEM","Y","95","308","371","40","154" 
"16","Montgomery County","007-015","08","16","State Senator","16","Susan C. Lee","DEM","Y","85","279","330","39","127" 
"16","Montgomery County","007-015","08","16","House of Delegates","16","Ariana Kelly","DEM","Y","82","261","322","35","122" 
"16","Montgomery County","007-015","08","16","House of Delegates","16","Marc Korman","DEM","Y","85","258","333","36","119" 
"16","Montgomery County","007-015","08","16","House of Delegates","16","Sara N. Love","DEM","Y","84","261","328","35","118" 
"16","Montgomery County","007-015","08","16","County Executive","16","David T. Blair","DEM","","48","125","178","17","66" 
"16","Montgomery County","007-015","08","16","County Executive","16","Marc Elrich","DEM","Y","23","93","123","11","55" 
"16","Montgomery County","007-015","08","16","County Executive","16","Peter James","DEM","","1","2","1","0","0" 
"16","Montgomery County","007-015","08","16","County Executive","16","Hans Riemer","DEM","","25","91","73","12","21" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Gabe Albornoz","DEM","Y","66","171","253","26","102" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Brandy H. M. Brooks","DEM","","9","57","45","3","19" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Dana E. Gassaway","DEM","","10","55","31","7","11" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Evan Glass","DEM","Y","68","182","271","26","109" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Scott Evan Goldberg","DEM","","60","150","202","23","78" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Tom Hucker","DEM","","27","78","112","13","36" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Will Jawando","DEM","Y","59","156","197","23","81" 
"16","Montgomery County","007-015","08","16","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","28","120","130","11","45" 
"16","Montgomery County","007-015","08","16","County Council","001","Andrew Friedson","DEM","Y","87","259","318","37","120" 
"16","Montgomery County","007-015","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","64","190","275","26","106" 
"16","Montgomery County","007-015","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","73","201","288","30","113" 
"16","Montgomery County","007-015","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Kathleen Dumais","DEM","Y","70","208","280","30","108" 
"16","Montgomery County","007-015","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Thomas P. Johnson, III","DEM","","9","33","25","3","18" 
"16","Montgomery County","007-015","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Rachel Theora McGuckian","DEM","Y","72","191","274","28","103" 
"16","Montgomery County","007-015","08","16","Judge Circuit Court","Montgomery County Circuit Court 06","Marylin Pierre","DEM","","14","69","64","9","24" 
"16","Montgomery County","007-015","08","16","State's Attorney","16","Tom DeGonia","DEM","","9","41","57","9","14" 
"16","Montgomery County","007-015","08","16","State's Attorney","16","John McCarthy","DEM","Y","53","140","227","19","92" 
"16","Montgomery County","007-015","08","16","State's Attorney","16","Bernice Mireku-North","DEM","","10","42","19","6","12" 
"16","Montgomery County","007-015","08","16","State's Attorney","16","Perry Paylor","DEM","","15","30","27","2","10" 
"16","Montgomery County","007-015","08","16","Clerk Circuit Court","16","Alan S. Bowser","DEM","","13","61","52","10","28" 
"16","Montgomery County","007-015","08","16","Clerk Circuit Court","16","Karen Bushell","DEM","Y","54","154","222","24","72" 
"16","Montgomery County","007-015","08","16","Register of Wills","16","Joseph M. Griffin","DEM","Y","76","227","276","36","105" 
"16","Montgomery County","007-015","08","16","Sheriff","16","Robert Bass","DEM","","24","88","88","21","32" 
"16","Montgomery County","007-015","08","16","Sheriff","16","Maxwell Cornelius Uy","DEM","Y","39","130","195","13","63" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Tazeen Ahmad","DEM","","28","105","96","13","34" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Sarah Brand","DEM","Y","44","141","139","18","58" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Ilhan Cagri","DEM","","33","94","90","9","36" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Barbara Ebel","DEM","Y","33","121","128","13","42" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Marjorie Goldman","DEM","Y","39","130","139","14","47" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Raju Mahajan","DEM","","19","79","56","13","29" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Marko G. Rivera-Oven","DEM","Y","35","100","121","14","47" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Andrew D. Saundry","DEM","Y","36","115","127","14","56" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Michael Tardif","DEM","Y","38","103","115","16","47" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Michelle C. Whittaker","DEM","Y","25","98","107","17","44" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm at Large","16","Peter Witzler","DEM","Y","39","102","120","11","51" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm","16","Joanne Peter Demchok","DEM","","28","81","86","11","31" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm","16","Jim Michaels","DEM","Y","38","115","137","14","59" 
"16","Montgomery County","007-015","08","16","DEM Cent Comm","16","Teresa Saavedra Woorman","DEM","Y","35","126","120","14","42" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Rushern L. Baker, III and Nancy Navarro","DEM","","1","8","0","0","4" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Jon Baron and Natalie Williams","DEM","","1","1","0","1","2" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Peter Franchot and Monique Anderson-Walker","DEM","","7","19","19","4","12" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Douglas F. Gansler and Candace Hollingsworth","DEM","","5","10","4","2","8" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Ralph W. Jaffe and Mark Greben","DEM","","0","0","0","0","0" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Ashwani Jain and LaTrece Hawkins Lytes","DEM","","0","9","1","1","2" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","John King and Michelle Daugherty Siri","DEM","","3","14","9","4","10" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Wes Moore and Aruna Miller","DEM","Y","15","58","10","8","23" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Tom Perez and Shannon Sneed","DEM","","32","156","87","24","77" 
"16","Montgomery County","007-016","08","18","Governor / Lt. Governor","","Jerome M. Segal and Justinian M. Dispenza","DEM","","0","1","0","0","1" 
"16","Montgomery County","007-016","08","18","Comptroller","","Timothy J. Adams","DEM","","8","27","8","5","14" 
"16","Montgomery County","007-016","08","18","Comptroller","","Brooke Elizabeth Lierman","DEM","Y","52","236","119","37","115" 
"16","Montgomery County","007-016","08","18","Attorney General","","Anthony G. Brown","DEM","Y","19","91","36","10","43" 
"16","Montgomery County","007-016","08","18","Attorney General","","Katie Curran O'Malley","DEM","","41","177","94","34","82" 
"16","Montgomery County","007-016","08","18","U.S. Senator","","Michelle L. Smith","DEM","","1","15","1","3","3" 
"16","Montgomery County","007-016","08","18","U.S. Senator","","Chris Van Hollen","DEM","Y","63","264","134","42","136" 
"16","Montgomery County","007-016","08","18","U.S. Congress","08","Andalib Odulate","DEM","","0","5","1","1","6" 
"16","Montgomery County","007-016","08","18","U.S. Congress","08","Jamie Raskin","DEM","Y","63","274","132","44","133" 
"16","Montgomery County","007-016","08","18","State Senator","18","Max Socol","DEM","","16","77","31","14","33" 
"16","Montgomery County","007-016","08","18","State Senator","18","Jeff Waldstreicher","DEM","Y","46","186","97","27","100" 
"16","Montgomery County","007-016","08","18","House of Delegates","18","Aaron M. Kaufman","DEM","Y","52","211","99","30","103" 
"16","Montgomery County","007-016","08","18","House of Delegates","18","Emily Shetty","DEM","Y","57","227","103","33","110" 
"16","Montgomery County","007-016","08","18","House of Delegates","18","Jared Solomon","DEM","Y","56","222","104","31","115" 
"16","Montgomery County","007-016","08","18","County Executive","16","David T. Blair","DEM","","29","109","49","18","54" 
"16","Montgomery County","007-016","08","18","County Executive","16","Marc Elrich","DEM","Y","22","101","49","18","50" 
"16","Montgomery County","007-016","08","18","County Executive","16","Peter James","DEM","","0","6","1","1","0" 
"16","Montgomery County","007-016","08","18","County Executive","16","Hans Riemer","DEM","","12","61","32","8","32" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Gabe Albornoz","DEM","Y","39","169","83","23","87" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Brandy H. M. Brooks","DEM","","8","48","23","12","21" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Dana E. Gassaway","DEM","","8","46","9","5","16" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Evan Glass","DEM","Y","40","172","82","31","89" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Scott Evan Goldberg","DEM","","27","113","51","14","52" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Tom Hucker","DEM","","20","68","56","10","46" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Will Jawando","DEM","Y","36","170","75","23","95" 
"16","Montgomery County","007-016","08","18","County Council At Large","16","Laurie-Anne Sayles","DEM","Y","31","117","63","20","57" 
"16","Montgomery County","007-016","08","18","County Council","004","Al Carr","DEM","","28","95","54","15","48" 
"16","Montgomery County","007-016","08","18","County Council","004","Amy Ginsburg","DEM","","17","81","39","8","45" 
"16","Montgomery County","007-016","08","18","County Council","004","Troy Murtha","DEM","","0","6","3","0","0" 
"16","Montgomery County","007-016","08","18","County Council","004","Kate Stewart","DEM","Y","15","67","30","16","33" 
"16","Montgomery County","007-016","08","18","County Council","004","John F. Zittrauer","DEM","","1","1","0","1","5" 
"16","Montgomery County","007-016","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Carlos F. Acosta","DEM","Y","46","167","85","22","88" 
"16","Montgomery County","007-016","08","18","Judge Circuit Court","Montgomery County Circuit Court 06","Theresa M. Chernosky","DEM","Y","49","179","90","26","95" 
